level;speciesKey;lat;lon;HFP09;Elevation;continents;IUCNonly;broad;broad;broad;broad;broad;broad;broad;broad;broad;broad;detail;detail;detail;detail;detail;detail;detail;detail;detail;detail
Acianthera pardipes;2839425;-27.0411;-49.5483;18.6295471191406;196.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;LC;LC;EN;LC;EN;EN;EN
Acianthera parva;7687819;-22.7339;-45.5903;31.0;1647.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;CR;LC;LC;LC;LC;LC;CR
Acianthera pectinata;2840037;-22.3421;-43.490925;12.886581897735592;495.25;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera polystachya;8385149;3.2785894736842103;-75.04451578947369;16.947479461368772;2355.5263157894738;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera prolifera;2839806;-19.207655102040817;-42.54095918367347;8.71968382232043;1159.469387755102;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera pubescens;2839728;-19.705328125;-56.49869375;16.448156595230095;453.15625;{'NORTHERN AMERICA', 'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera quadriserrata;2840028;-1.65;-79.32;7.43674087524414;511.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera ramosa;2839929;-20.336;-41.2717;4.52698421478271;866.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;LC;EN;EN;EN;LC;LC;LC
Acianthera recurva;2839869;-25.541291666666666;-50.06341666666666;18.241749048233036;785.0833333333334;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera rostellata;2839532;-21.185299999999998;-43.694599999999994;9.718350648880005;1561.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;EN;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera saundersiana;2839963;-24.5828;-47.73982191780822;11.261785728830686;672.6164383561644;{'SOUTHERN AMERICA'};True;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera saurocephala;2839856;-24.77238620689655;-47.47327586206896;7.152846065060844;924.3448275862069;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera serpentula;2839474;-21.231250000000003;-43.75045;7.96574568748473;1530.5;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera sicaria;2839584;3.0371666666666663;-75.67098333333334;13.48116477330526;2144.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera sonderiana;2839953;-26.015778082191783;-49.53790547945206;13.677376949623843;847.8767123287671;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera strupifolia;2839832;-23.762433333333334;-44.20153333333334;17.338303089141856;229.33333333333334;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Acianthera teres;9771285;-19.91629888888889;-43.68662222222222;10.718331105179256;1239.4888888888888;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera tikalensis;2839670;18.939574999999998;-88.64825;3.974617302417755;82.75;{'NORTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera translucida;2839521;-19.68603333333333;-41.73413333333334;4.543822129567463;790.3333333333334;{'SOUTHERN AMERICA'};False;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera tristis;2840001;-29.5211;-49.9044;11.6680564880371;9.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;LC;LC;LC;EN;EN
Acianthera unguicallosa;2839946;18.7917;-110.9817;-1.0;895.0;{'NORTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;CR;CR;CR;CR;CR;LC;LC;LC;LC;LC
Acianthera violaceomaculata;2839695;-25.3995;-51.4588;29.7282238006592;1110.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;EN;EN;EN;EN;EN;LC;LC;LC;LC;LC
Acianthera wageneriana;2839619;-10.389166666666666;-62.69396666666666;13.137561321258547;825.6666666666666;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthera yauaperyensis;2840041;5.1794;-60.2161;0.0;1334.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;CR;EN;EN;EN;EN;EN;EN
Acianthus aegeridantennatus;2800787;-21.1413;165.08123333333333;6.695132970809929;263.6666666666667;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Acianthus amplexicaulis;2800810;-26.271327777777778;152.28738888888887;6.932222962379456;369.1111111111111;{'AUSTRALASIA', 'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthus atepalus;2800756;-21.846542857142857;166.27654285714286;4.415569067001343;687.8571428571429;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Acianthus bracteatus;2800780;-21.7853;165.959;3.398345828056335;555.5;{'PACIFIC'};False;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;EN;LC;LC;LC;EN;EN
Acianthus caudatus;2800762;-36.469498693586694;143.86289441805226;14.10519565884457;191.51068883610452;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthus confusus;2800794;-21.606494444444444;165.88616666666667;3.9133275396683636;602.6666666666666;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthus corniculatus;2800798;-21.0843;165.1458;3.27411425113678;410.0;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;EN;LC;LC;LC;LC;LC
Acianthus cymbalariifolius;2800804;-21.98445263157895;166.42198947368422;4.809867507533019;380.42105263157896;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthus elegans;2800774;-21.862141935483873;166.2329193548387;5.101027857872744;444.2903225806452;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthus exsertus;2800771;-35.618025730519484;148.20080186688313;11.182886774225562;330.2402597402597;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthus fornicatus;2800736;-32.65902669869595;151.26000013726835;15.104073840328772;232.00274536719286;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthus grandiflorus;2800801;-21.864085714285714;166.1788;3.9939914601189783;890.8571428571429;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;EN;LC;EN;EN;EN
Acianthus halleanus;2800745;-21.506933333333333;165.64796666666666;9.507740179697686;326.0;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;EN;EN;EN;EN;EN
Acianthus heptadactylus;2800783;-21.257933333333334;165.48985000000002;3.401291370391848;929.6666666666666;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Acianthus macroglossus;2800758;-21.904257142857144;166.21955714285716;6.942929574421468;363.2857142857143;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthus sinclairii;2800743;-37.54879056603774;174.20175552560647;9.703935917661866;257.59299191374663;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acianthus tenuilabris;2800748;-21.772655555555556;166.1198;6.977223008871071;382.3333333333333;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;EN;EN
Acianthus veillonis;2800753;-22.00807142857143;166.43012857142858;5.81276154518127;425.42857142857144;{'PACIFIC'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acineta alticola;5310314;3.32125;-63.85615;0.0;1156.25;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acineta barkeri;5310317;18.25;-95.29114444444446;14.60090149773492;1441.3333333333333;{'NORTHERN AMERICA', 'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acineta chrysantha;5310284;11.53595;-84.66085000000001;11.86444282531739;1016.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acineta cryptodonta;5310315;7.6;-72.2167;12.6295871734619;1070.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;LC;LC;EN;LC;EN;EN;EN;EN
Acineta densa;5310288;9.861650000000001;-83.95695;20.00012397766115;1553.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acineta hagsateri;5310313;17.17085;-97.68055000000001;3.78249633312225;1496.0;{'NORTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;LC;LC;LC;EN;LC;EN;EN;LC;LC;EN
Acineta hrubyana;5310290;4.7047;-74.4242;13.2995853424072;1466.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acineta salazarii;5310286;16.849;-92.76745;9.68321990966797;1499.0;{'NORTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;EN;CR
Acineta superba;5310292;4.139525;-75.24905;20.353965759277326;1898.75;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acriopsis densiflora;2783290;3.8222;113.53333333333335;20.608265876770034;189.0;{'ASIA-TROPICAL'};False;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;LC;LC;EN;EN;EN;LC;LC;LC;LC;LC
Acriopsis emarginata;2783270;-15.9;145.06666666666666;7.03944738209248;252.66666666666666;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acriopsis gracilis;2783268;3.3116499999999998;113.265;11.625200748443605;253.5;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;EN;EN;EN;LC;EN;EN;EN
Acriopsis indica;2783295;6.865715384615385;109.73949999999999;7.980668728168192;590.3846153846154;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;EN;EN;EN;LC;LC;LC;LC;LC
Acriopsis liliifolia;2783271;1.0083533333333332;121.64932;7.786553017298375;485.3333333333333;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acriopsis ridleyi;2783296;4.016633333333333;109.1222;19.511138280232768;465.3333333333333;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;LC;LC;EN;EN;EN;LC;LC;LC;EN;EN
Acrolophia bolusii;2808744;-34.33336666666667;19.061116666666667;18.669090926647183;159.41666666666666;{'AFRICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acrolophia capensis;2808716;-33.79712941176471;21.50718431372549;10.758929371833801;522.0;{'AFRICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acrolophia cochlearis;2808709;-33.336265116279066;24.31615348837209;13.069528290203634;281.6744186046512;{'AFRICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acrolophia lamellata;2808712;-34.1442875;18.87770625;23.97509802877904;263.4375;{'AFRICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acrolophia lunata;2808733;-33.90228888888888;21.860666666666667;5.817023121648365;655.7777777777778;{'AFRICA'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;EN;LC;LC;LC;LC;EN
Acrolophia micrantha;2808740;-33.93274666666667;23.660886666666666;16.07239649977003;242.4;{'AFRICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acrolophia ustulata;2808736;-34.40185555555556;19.560488888888887;10.884754922654887;319.55555555555554;{'AFRICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Acrorchis roseola;2807003;10.074458333333332;-84.25313055555556;8.476673311657375;1423.7777777777778;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Adenochilus gracilis;2790412;-42.38503254237288;171.88198305084745;2.76405539967246;641.8779661016949;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Adenochilus nortonii;2790413;-32.924963636363636;150.82337676767676;10.90316576066643;945.5858585858585;{'AUSTRALASIA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Adenoncos buruensis;2819297;-3.65;126.5167;4.43670129776001;1431.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;CR;LC;LC;LC;LC;CR;LC
Adenoncos celebica;2819294;1.0403;120.8158;28.035924911499002;6.5;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;EN;EN;EN;CR;CR;LC;LC;LC;EN;EN
Adenoncos elongata;2819283;2.2916499999999997;99.45835;14.5315055847168;100.5;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;LC;LC;LC;LC;LC
Adenoncos major;2819299;4.4484200000000005;108.36858;11.07222020626067;383.8;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;LC;LC;LC;EN;EN;EN;EN;EN;EN;LC
Adenoncos nasonioides;2819284;0.27686666666666665;120.63276666666667;19.109792073567693;571.6666666666666;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;EN;EN
Adenoncos papuana;2819279;-7.1000250000000005;145.841675;16.3875229358673;932.0;{'ASIA-TROPICAL'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Adenoncos parviflora;2819288;5.754485714285714;113.78172857142856;6.199952738625664;645.0;{'ASIA-TROPICAL'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
